File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Experiment target	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF945ZVE	bam	bam		unfiltered alignments	GRCh38	ENCSR361UTL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MYBL2-human	2	2_1		100					/files/ENCFF894MPO/, /files/ENCFF110MCL/	1995677200	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF945ZVE/@@download/ENCFF945ZVE.bam				released	s3://encode-public/2022/09/03/94b01b04-459d-4274-a703-eb2eff27aa86/ENCFF945ZVE.bam	https://datasetencode.blob.core.windows.net/dataset/2022/09/03/94b01b04-459d-4274-a703-eb2eff27aa86/ENCFF945ZVE.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance		
ENCFF204JWU	bam	bam		alignments	GRCh38	ENCSR361UTL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MYBL2-human	1	1_1		100					/files/ENCFF150YNQ/, /files/ENCFF110MCL/	1379655938	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF204JWU/@@download/ENCFF204JWU.bam				released	s3://encode-public/2022/09/03/5180deea-5277-48f6-8608-f519c38cdc69/ENCFF204JWU.bam	https://datasetencode.blob.core.windows.net/dataset/2022/09/03/5180deea-5277-48f6-8608-f519c38cdc69/ENCFF204JWU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance		
ENCFF027SPU	bam	bam		alignments	GRCh38	ENCSR361UTL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MYBL2-human	2	2_1		100					/files/ENCFF894MPO/, /files/ENCFF110MCL/	1184386271	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF027SPU/@@download/ENCFF027SPU.bam				released	s3://encode-public/2022/09/03/b86d54fc-69ff-42c0-bcf4-7cd2314a92bf/ENCFF027SPU.bam	https://datasetencode.blob.core.windows.net/dataset/2022/09/03/b86d54fc-69ff-42c0-bcf4-7cd2314a92bf/ENCFF027SPU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance		
ENCFF227LKX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR361UTL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MYBL2-human	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF204JWU/, /files/ENCFF370LBF/, /files/ENCFF027SPU/	15205	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF227LKX/@@download/ENCFF227LKX.bed.gz				released	s3://encode-public/2022/09/03/dba50bf5-30a5-4c23-afbd-d76cc2754bd3/ENCFF227LKX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/09/03/dba50bf5-30a5-4c23-afbd-d76cc2754bd3/ENCFF227LKX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance		
ENCFF008NCW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR361UTL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MYBL2-human	1	1_1							/files/ENCFF356LFX/, /files/ENCFF204JWU/, /files/ENCFF370LBF/	12387	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF008NCW/@@download/ENCFF008NCW.bed.gz				released	s3://encode-public/2022/09/03/fb288728-a296-49d3-b528-24e8ed04e806/ENCFF008NCW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/09/03/fb288728-a296-49d3-b528-24e8ed04e806/ENCFF008NCW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance		
ENCFF434EMV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR361UTL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MYBL2-human	2	2_1							/files/ENCFF356LFX/, /files/ENCFF370LBF/, /files/ENCFF027SPU/	3965	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF434EMV/@@download/ENCFF434EMV.bed.gz				released	s3://encode-public/2022/09/03/f871554a-9601-4483-893b-ff3f78247fd9/ENCFF434EMV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/09/03/f871554a-9601-4483-893b-ff3f78247fd9/ENCFF434EMV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance		
ENCFF655CPO	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR361UTL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	MYBL2-human	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF204JWU/, /files/ENCFF370LBF/, /files/ENCFF027SPU/	8260	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF655CPO/@@download/ENCFF655CPO.bed.gz				released	s3://encode-public/2022/09/03/47961c65-c669-4b56-9c78-4cceb478969a/ENCFF655CPO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/09/03/47961c65-c669-4b56-9c78-4cceb478969a/ENCFF655CPO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance		
ENCFF342OVT	fastq	fastq		reads		ENCSR471WXT	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	CREB1-human	1	1_1	100		single-ended					2354615783	Richard Myers, HAIB	https://www.encodeproject.org/files/ENCFF342OVT/@@download/ENCFF342OVT.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF101MYN/, /files/ENCFF389KAD/	released	s3://encode-public/2022/07/22/d3eeb13f-6373-45a8-a1ea-551594650efc/ENCFF342OVT.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/07/22/d3eeb13f-6373-45a8-a1ea-551594650efc/ENCFF342OVT.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF196QGN	fastq	fastq		reads		ENCSR471WXT	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	CREB1-human	2	2_1	100		single-ended					2531988883	Richard Myers, HAIB	https://www.encodeproject.org/files/ENCFF196QGN/@@download/ENCFF196QGN.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF101MYN/, /files/ENCFF389KAD/	released	s3://encode-public/2022/07/22/0a2f38d5-4614-4128-b213-b8fcc927e710/ENCFF196QGN.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/07/22/0a2f38d5-4614-4128-b213-b8fcc927e710/ENCFF196QGN.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF300IKF	bam	bam		unfiltered alignments	GRCh38	ENCSR471WXT	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	CREB1-human	1	1_1		100					/files/ENCFF342OVT/, /files/ENCFF110MCL/	2278857728	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF300IKF/@@download/ENCFF300IKF.bam				released	s3://encode-public/2022/08/27/5010b992-7c73-49ba-8e2c-402cbb17d857/ENCFF300IKF.bam	https://datasetencode.blob.core.windows.net/dataset/2022/08/27/5010b992-7c73-49ba-8e2c-402cbb17d857/ENCFF300IKF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF567LUG	bam	bam		unfiltered alignments	GRCh38	ENCSR471WXT	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	CREB1-human	2	2_1		100					/files/ENCFF196QGN/, /files/ENCFF110MCL/	2315135002	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF567LUG/@@download/ENCFF567LUG.bam				released	s3://encode-public/2022/08/27/6fd37cc2-a8f5-47f6-9c1d-f52aaa9e2257/ENCFF567LUG.bam	https://datasetencode.blob.core.windows.net/dataset/2022/08/27/6fd37cc2-a8f5-47f6-9c1d-f52aaa9e2257/ENCFF567LUG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF687NMX	bam	bam		alignments	GRCh38	ENCSR471WXT	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	CREB1-human	1	1_1		100					/files/ENCFF342OVT/, /files/ENCFF110MCL/	1282106834	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF687NMX/@@download/ENCFF687NMX.bam				released	s3://encode-public/2022/08/27/acd77bb1-7886-43c1-884c-b5e05c67cf94/ENCFF687NMX.bam	https://datasetencode.blob.core.windows.net/dataset/2022/08/27/acd77bb1-7886-43c1-884c-b5e05c67cf94/ENCFF687NMX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF543OJK	bam	bam		alignments	GRCh38	ENCSR471WXT	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	CREB1-human	2	2_1		100					/files/ENCFF196QGN/, /files/ENCFF110MCL/	1446395915	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF543OJK/@@download/ENCFF543OJK.bam				released	s3://encode-public/2022/08/27/f6a4e1bd-b894-4bb4-9f0a-b4fa5d71b903/ENCFF543OJK.bam	https://datasetencode.blob.core.windows.net/dataset/2022/08/27/f6a4e1bd-b894-4bb4-9f0a-b4fa5d71b903/ENCFF543OJK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF245TIS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR471WXT	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	CREB1-human	1	1_1							/files/ENCFF028PJB/, /files/ENCFF687NMX/, /files/ENCFF356LFX/	157580	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF245TIS/@@download/ENCFF245TIS.bed.gz				released	s3://encode-public/2022/08/27/e7bd5981-056e-45c3-ba85-9876b933dd90/ENCFF245TIS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/08/27/e7bd5981-056e-45c3-ba85-9876b933dd90/ENCFF245TIS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF048HHX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR471WXT	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	CREB1-human	2	2_1							/files/ENCFF028PJB/, /files/ENCFF356LFX/, /files/ENCFF543OJK/	293399	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF048HHX/@@download/ENCFF048HHX.bed.gz				released	s3://encode-public/2022/08/27/8995f43f-9bc1-4ab2-a4b2-fad7fd4e7899/ENCFF048HHX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/08/27/8995f43f-9bc1-4ab2-a4b2-fad7fd4e7899/ENCFF048HHX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF970QKS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR471WXT	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	CREB1-human	1, 2	1_1, 2_1							/files/ENCFF028PJB/, /files/ENCFF356LFX/, /files/ENCFF687NMX/, /files/ENCFF543OJK/	330387	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF970QKS/@@download/ENCFF970QKS.bed.gz				released	s3://encode-public/2022/08/27/db469eb2-cfd0-4f6c-8f1f-7aa379dcccf5/ENCFF970QKS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/08/27/db469eb2-cfd0-4f6c-8f1f-7aa379dcccf5/ENCFF970QKS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF671WVR	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR471WXT	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	CREB1-human	1, 2	1_1, 2_1							/files/ENCFF028PJB/, /files/ENCFF356LFX/, /files/ENCFF687NMX/, /files/ENCFF543OJK/	288284	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF671WVR/@@download/ENCFF671WVR.bed.gz				released	s3://encode-public/2022/08/27/3c0d5113-eb95-4afc-b4fd-1829db1fc7c8/ENCFF671WVR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/08/27/3c0d5113-eb95-4afc-b4fd-1829db1fc7c8/ENCFF671WVR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF057QRN	fastq	fastq		reads		ENCSR676KDJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ARID4B-human	1	1_1	100		paired-ended	1	/files/ENCFF614HST/			2604839362	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF057QRN/@@download/ENCFF057QRN.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF766LCF/	released	s3://encode-public/2021/10/12/c35f415f-516e-4421-aeb3-e0ec568dab8f/ENCFF057QRN.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/12/c35f415f-516e-4421-aeb3-e0ec568dab8f/ENCFF057QRN.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF614HST	fastq	fastq		reads		ENCSR676KDJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ARID4B-human	1	1_1	100		paired-ended	2	/files/ENCFF057QRN/			2697125029	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF614HST/@@download/ENCFF614HST.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF587UAW/	released	s3://encode-public/2021/10/12/24943488-6371-4da7-9633-1d15881c0d5e/ENCFF614HST.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/12/24943488-6371-4da7-9633-1d15881c0d5e/ENCFF614HST.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF113LHI	fastq	fastq		reads		ENCSR676KDJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ARID4B-human	2	2_1	100		paired-ended	1	/files/ENCFF512XKG/			2915711097	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF113LHI/@@download/ENCFF113LHI.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF766LCF/	released	s3://encode-public/2021/10/12/2ab6893c-205f-4114-b4f3-ab22a5f2fd0f/ENCFF113LHI.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/12/2ab6893c-205f-4114-b4f3-ab22a5f2fd0f/ENCFF113LHI.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF512XKG	fastq	fastq		reads		ENCSR676KDJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ARID4B-human	2	2_1	100		paired-ended	2	/files/ENCFF113LHI/			3027685796	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF512XKG/@@download/ENCFF512XKG.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF587UAW/	released	s3://encode-public/2021/10/12/d7ee90bd-92c3-465a-bee7-0ff92af3ac47/ENCFF512XKG.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/12/d7ee90bd-92c3-465a-bee7-0ff92af3ac47/ENCFF512XKG.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF850CVF	bam	bam		alignments	GRCh38	ENCSR676KDJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ARID4B-human	2	2_1		100					/files/ENCFF512XKG/, /files/ENCFF110MCL/, /files/ENCFF113LHI/	3551860299	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF850CVF/@@download/ENCFF850CVF.bam				released	s3://encode-public/2022/02/14/ece93345-990b-4da4-a6e0-14c615b7d003/ENCFF850CVF.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/ece93345-990b-4da4-a6e0-14c615b7d003/ENCFF850CVF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF426LGT	bam	bam		alignments	GRCh38	ENCSR676KDJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ARID4B-human	1	1_1		100					/files/ENCFF614HST/, /files/ENCFF057QRN/, /files/ENCFF110MCL/	2777021880	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF426LGT/@@download/ENCFF426LGT.bam				released	s3://encode-public/2022/02/14/2d2a6c89-1883-4b00-bb1d-222f3abf1092/ENCFF426LGT.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/2d2a6c89-1883-4b00-bb1d-222f3abf1092/ENCFF426LGT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF185RFO	bam	bam		unfiltered alignments	GRCh38	ENCSR676KDJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ARID4B-human	1	1_1		100					/files/ENCFF614HST/, /files/ENCFF057QRN/, /files/ENCFF110MCL/	5144575931	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF185RFO/@@download/ENCFF185RFO.bam				released	s3://encode-public/2022/02/14/dbeaf4c6-0b72-48a8-b313-c8e4cd120320/ENCFF185RFO.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/dbeaf4c6-0b72-48a8-b313-c8e4cd120320/ENCFF185RFO.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF468UMB	bam	bam		unfiltered alignments	GRCh38	ENCSR676KDJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ARID4B-human	2	2_1		100					/files/ENCFF512XKG/, /files/ENCFF110MCL/, /files/ENCFF113LHI/	5493218953	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF468UMB/@@download/ENCFF468UMB.bam				released	s3://encode-public/2022/02/14/ed541ca2-ae9c-4070-822c-fa8e7f6a5ae9/ENCFF468UMB.bam	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/ed541ca2-ae9c-4070-822c-fa8e7f6a5ae9/ENCFF468UMB.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF528IDR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR676KDJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ARID4B-human	1, 2	1_1, 2_1							/files/ENCFF850CVF/, /files/ENCFF356LFX/, /files/ENCFF426LGT/, /files/ENCFF174OKT/	102740	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF528IDR/@@download/ENCFF528IDR.bed.gz				released	s3://encode-public/2022/02/14/c9cd2ca6-1295-400d-a905-aedcef89b198/ENCFF528IDR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/c9cd2ca6-1295-400d-a905-aedcef89b198/ENCFF528IDR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF195MIW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR676KDJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ARID4B-human	2	2_1							/files/ENCFF850CVF/, /files/ENCFF356LFX/, /files/ENCFF174OKT/	49678	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF195MIW/@@download/ENCFF195MIW.bed.gz				released	s3://encode-public/2022/02/14/f798655e-cf3b-4d9b-a392-771f774e61bd/ENCFF195MIW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/f798655e-cf3b-4d9b-a392-771f774e61bd/ENCFF195MIW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF556EWA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR676KDJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ARID4B-human	1	1_1							/files/ENCFF356LFX/, /files/ENCFF426LGT/, /files/ENCFF174OKT/	23526	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF556EWA/@@download/ENCFF556EWA.bed.gz				released	s3://encode-public/2022/02/14/f304af82-937e-4e1c-a9f8-123d32bcf777/ENCFF556EWA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/f304af82-937e-4e1c-a9f8-123d32bcf777/ENCFF556EWA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF832YJP	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR676KDJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ARID4B-human	1, 2	1_1, 2_1							/files/ENCFF850CVF/, /files/ENCFF356LFX/, /files/ENCFF426LGT/, /files/ENCFF174OKT/	57895	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF832YJP/@@download/ENCFF832YJP.bed.gz				released	s3://encode-public/2022/02/14/fe1ece36-2db4-40c1-bee7-685666f33325/ENCFF832YJP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/14/fe1ece36-2db4-40c1-bee7-685666f33325/ENCFF832YJP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.2 GRCh38	released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, borderline replicate concordance		
